 11
 2111.1111111111113  0.0  163.8888888888887  -0.0  0  114
 2317.948717948718  -11.169230769230765  -42.948717948717785  11.169230769230765  114  566
 2309.8039215686276  -9.141176470588334  -34.80392156862763  9.141176470588334  566  1155
 2260.869565217391  15.52173913043498  14.130434782608972  -15.52173913043498  1155  1831
 2139.78494623656  112.75268817204233  135.2150537634402  -112.75268817204233  1831  2229
 2372.2627737226285  -117.16788321167951  -97.26277372262848  117.16788321167951  2229  2879
 2386.6666666666656  -135.3599999999983  -111.6666666666656  135.3599999999983  2879  3416
 2072.5806451612884  332.00000000000273  202.41935483871157  -332.00000000000273  3416  3673
 1932.4324324324366  557.9189189189119  342.5675675675634  -557.9189189189119  3673  3816
 2608.247422680413  -581.505154639176  -333.2474226804129  581.505154639176  3816  4069
 1529.411764705871  1342.0588235294322  745.5882352941289  -1342.0588235294322  4069  4096
